Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF
days,4,158630,11.97,305.73,4.19
day's,5,2287,7.73,NULL,NULL
daytime,7,2998,8.01,3.78,2.29
daze,4,598,6.39,0.55,1.46
dazed,5,706,6.56,0.75,1.59
dazzle,6,253,5.53,1,1.72
dazzled,7,132,4.88,0.53,1.45
dazzles,7,14,2.64,0.16,0.95
dazzling,8,464,6.14,1.29,1.83
deacon,6,485,6.18,2.86,2.17
deacons,7,172,5.15,0.14,0.9
deactivated,11,286,5.66,0.75,1.59
deactivation,12,73,4.29,0.22,1.08
dead,4,72864,11.2,448.98,4.36
deaden,6,91,4.51,0.16,0.95
deadened,8,41,3.71,0.08,0.7
deadheads,9,392,5.97,0.06,0.6
deadliest,9,445,6.1,0.53,1.45
deadline,8,6286,8.75,5.86,2.48
deadlines,9,1620,7.39,0.63,1.52
deadliness,10,18,2.89,0.02,0.3
deadlock,8,570,6.35,0.08,0.7
deadly,6,5362,8.59,9.88,2.7
deadness,8,12,2.48,NULL,NULL
deadpan,7,131,4.88,0.1,0.78
deadweight,10,33,3.5,0.1,0.78
deadwood,8,86,4.45,1.49,1.89
deaf,4,6119,8.72,14.53,2.87
deafen,6,70,4.25,0.04,0.48
deafened,8,56,4.03,0.06,0.6
deal,4,83766,11.34,261.37,4.12
dealer,6,17655,9.78,16.29,2.92
dealers,7,11289,9.33,5.29,2.43
dealer's,8,916,6.82,NULL,NULL
dealerships,11,393,5.97,0.35,1.28
dealing,7,21491,9.98,28.24,3.16
dealings,8,1726,7.45,1.82,1.97
deals,5,14115,9.55,9.78,2.7
dealt,5,8200,9.01,7.43,2.58
dean,4,14488,9.58,38.71,3.3
deans,5,323,5.78,0.06,0.6
dean's,6,687,6.53,NULL,NULL
dear,4,29554,10.29,223.43,4.06
Dearborn,8,697,6.55,0.57,1.48
dearer,6,49,3.89,0.25,1.15
dearest,7,583,6.37,7.1,2.56
dearie,6,143,4.96,1.86,1.98
dearly,6,1204,7.09,4.88,2.4
dearth,6,377,5.93,0.1,0.78
deary,5,73,4.29,0.37,1.3
death,5,77796,11.26,216.69,4.04
deathbed,8,346,5.85,1.33,1.84
deathblow,9,216,5.38,NULL,NULL
deathly,7,198,5.29,0.55,1.46
deaths,6,6155,8.73,7.69,2.59
deathward,9,20,3,NULL,NULL
deathwatch,10,239,5.48,0.25,1.15
debacle,7,705,6.56,0.67,1.54
debark,6,10,2.3,0.06,0.6
debarkation,11,16,2.77,0.06,0.6
debase,6,87,4.47,0.12,0.85
debasement,10,95,4.55,0.16,0.95
debatable,9,1131,7.03,0.45,1.38
debate,6,26957,10.2,9.29,2.68
debated,7,1975,7.59,0.45,1.38
debates,7,3027,8.02,0.51,1.43
debating,8,3087,8.03,1.63,1.92
debauch,7,17,2.83,0.06,0.6
debauchery,10,203,5.31,0.45,1.38
debilitate,10,18,2.89,NULL,NULL
debilitated,11,45,3.81,0.14,0.9
debilitating,12,477,6.17,0.57,1.48
debility,8,15,2.71,NULL,NULL
debit,5,663,6.5,0.16,0.95
debonair,8,34,3.53,0.33,1.26
debone,6,5,1.61,0.06,0.6
debrief,7,45,3.81,1.14,1.77
debris,6,1761,7.47,3.12,2.2
debt,4,14192,9.56,14.22,2.86
debtor,6,309,5.73,0.31,1.23
debts,5,2235,7.71,6.1,2.49
debug,5,6324,8.75,0.2,1.04
debunk,6,398,5.99,0.12,0.85
debunking,9,456,6.12,0.04,0.48
debut,5,2953,7.99,2.59,2.12
debutante,9,38,3.64,1.33,1.84
debuting,8,51,3.93,0.02,0.3
debuts,6,167,5.12,0.08,0.7
decade,6,6998,8.85,4.84,2.39
decadence,9,349,5.86,0.57,1.48
decadent,8,386,5.96,1.18,1.79
decades,7,7923,8.98,3.94,2.31
decamp,6,63,4.14,0.02,0.3
decant,6,45,3.81,NULL,NULL
decanted,8,17,2.83,0.02,0.3
decanter,8,40,3.69,0.22,1.08
decanting,9,12,2.48,0.02,0.3
decapitate,10,67,4.2,0.37,1.3
decapitation,12,114,4.74,0.35,1.28
decathlon,9,151,5.02,0.39,1.32
Decatur,7,565,6.34,NULL,NULL
decay,5,3565,8.18,2.06,2.03
decayed,7,260,5.56,0.22,1.08
decaying,8,558,6.32,0.71,1.57
decays,6,483,6.18,0.08,0.7
decease,7,59,4.08,0.04,0.48
deceased,8,1931,7.57,6.29,2.51
decedent,8,48,3.87,0.45,1.38
deceit,6,921,6.83,1.86,1.98
deceitful,9,440,6.09,1.14,1.77
deceit's,8,0,0,NULL,NULL
deceive,7,1300,7.17,3.41,2.24
deceived,8,894,6.8,3.04,2.19
deceives,8,59,4.08,0.14,0.9
deceiving,9,580,6.36,1.75,1.95
decelerate,10,109,4.69,0.08,0.7
deceleration,12,295,5.69,0.12,0.85
December,8,23815,10.08,7.59,2.59
decencies,9,1,0,0.02,0.3
decency,7,5697,8.65,4.63,2.37
decent,6,22901,10.04,28.1,3.16
decently,8,611,6.42,0.41,1.34
decentralization,16,248,5.51,0.02,0.3
decentralize,12,82,4.41,NULL,NULL
decentralizing,14,46,3.83,NULL,NULL
deception,9,2045,7.62,3.14,2.21
deceptive,9,1232,7.12,0.51,1.43
deceptively,11,205,5.32,0.08,0.7
decertify,9,36,3.58,NULL,NULL
decibel,7,282,5.64,0.2,1.04
decide,6,35825,10.49,50.41,3.41
decided,7,49697,10.81,88.65,3.66
decidedly,9,1095,7,0.75,1.59
decides,7,6983,8.85,7.92,2.61
deciding,8,5757,8.66,3.27,2.23
deciduous,9,92,4.52,0.08,0.7
decimal,7,2758,7.92,0.82,1.63
decimals,8,273,5.61,0.08,0.7
decimate,8,159,5.07,0.18,1
decimation,10,108,4.68,0.08,0.7
decipher,8,1106,7.01,1.71,1.94
decision,8,36601,10.51,55.06,3.45
decisions,9,15390,9.64,15.31,2.89
decisive,8,1324,7.19,1.29,1.83
decisively,10,427,6.06,0.12,0.85
decisiveness,12,72,4.28,0.02,0.3
deck,4,28755,10.27,23.76,3.08
decked,6,249,5.52,0.61,1.51
deckhand,8,7,1.95,0.18,1
decking,7,91,4.51,0.08,0.7
decks,5,6629,8.8,2.55,2.12
declaimed,9,16,2.77,NULL,NULL
declamation,11,13,2.56,NULL,NULL
declarations,12,1841,7.52,0.25,1.15
declarative,11,293,5.68,NULL,NULL
declare,7,8390,9.03,7.57,2.59
declamatory,11,5,1.61,NULL,NULL
declaration,11,7333,8.9,3.53,2.26
declaratory,11,283,5.65,0.08,0.7
declared,8,10861,9.29,6.53,2.52
declares,8,1926,7.56,0.67,1.54
declaring,9,2311,7.75,1.06,1.74
declassify,10,41,3.71,NULL,NULL
declension,10,71,4.26,0.04,0.48
declassification,16,47,3.85,NULL,NULL
declination,11,236,5.46,0.1,0.78
declinations,12,12,2.48,NULL,NULL
decline,7,6068,8.71,2.98,2.18
declined,8,2937,7.99,1.57,1.91
declines,8,764,6.64,0.25,1.15
declining,9,1694,7.43,0.51,1.43
declivity,9,0,0,NULL,NULL
decode,6,4620,8.44,1.08,1.75
decorum,7,295,5.69,0.82,1.63
decoy,5,360,5.89,3.57,2.26
decrease,8,6441,8.77,1.18,1.79
decolonization,14,58,4.06,NULL,NULL
decolonize,10,4,1.39,NULL,NULL
decompose,9,259,5.56,0.47,1.4
decomposes,10,127,4.84,0.08,0.7
decomposing,11,164,5.1,0.59,1.49
decomposition,13,586,6.37,0.51,1.43
decompress,10,1077,6.98,0.53,1.45
decompression,13,1374,7.23,0.55,1.46
decongestant,12,83,4.42,0.02,0.3
decontaminate,13,10,2.3,0.02,0.3
decontamination,15,140,4.94,0.47,1.4
decor,5,573,6.35,1.02,1.72
decorate,8,390,5.97,2.31,2.08
decorated,9,1664,7.42,2.82,2.16
decorating,10,392,5.97,2.22,2.06
decoration,10,636,6.46,1.84,1.98
decorations,11,816,6.7,2.71,2.14
decorative,10,807,6.69,0.86,1.65
decorator,9,171,5.14,2.1,2.03
decorators,10,41,3.71,0.27,1.18
decorativeness,14,0,0,NULL,NULL
decorticated,12,3,1.1,NULL,NULL
decreased,9,2983,8,0.88,1.66
decreases,9,1771,7.48,0.12,0.85
decreasing,10,1824,7.51,0.49,1.42
decree,6,2144,7.67,1.92,2
decreed,7,528,6.27,0.51,1.43
decreeing,9,39,3.66,0.02,0.3
decrees,7,472,6.16,0.33,1.26
decrement,9,244,5.5,NULL,NULL
decrepit,8,188,5.24,0.49,1.42
decried,7,206,5.33,NULL,NULL
decries,7,54,3.99,NULL,NULL
decry,5,326,5.79,NULL,NULL
decrying,8,191,5.25,NULL,NULL
dedicate,8,838,6.73,2.43,2.1
dedicated,9,18079,9.8,8.16,2.62
dedicates,9,108,4.68,0.06,0.6
dedication,10,2104,7.65,3.39,2.24
deduce,6,805,6.69,0.57,1.48
deduced,7,568,6.34,0.39,1.32
deducible,9,19,2.94,NULL,NULL
deducing,8,52,3.95,0.04,0.48
deduct,6,1152,7.05,1.08,1.75
deducted,8,704,6.56,0.31,1.23
deductibility,13,65,4.17,NULL,NULL
deductible,10,1350,7.21,0.9,1.67
deductibles,11,69,4.23,0.04,0.48
deducting,9,90,4.5,0.22,1.08
deduction,9,3361,8.12,1.71,1.94
deductions,10,1575,7.36,0.57,1.48
deductive,9,513,6.24,0.35,1.28
deed,4,1981,7.59,9.31,2.68
deeds,5,2394,7.78,8.18,2.62
deem,4,1103,7.01,0.59,1.49
deemed,6,3507,8.16,1.39,1.86
deeming,7,64,4.16,0.04,0.48
deep,4,42695,10.66,76.39,3.59
deepen,6,259,5.56,0.25,1.15
deepened,8,219,5.39,0.06,0.6
deepening,9,369,5.91,0.22,1.08
deeper,6,7003,8.85,12.63,2.81
deepest,7,1545,7.34,4.82,2.39
deeply,6,7942,8.98,14.43,2.87
deeps,5,55,4.01,0.02,0.3
deer,4,4911,8.5,8.71,2.65
deerskin,8,53,3.97,0.02,0.3
deerskins,9,0,0,NULL,NULL
deerstalker,11,20,3,0.04,0.48
deface,6,38,3.64,0.1,0.78
defacement,10,27,3.3,0.02,0.3
defacing,8,61,4.11,0.2,1.04
defamation,10,669,6.51,0.57,1.48
defame,6,417,6.03,0.02,0.3
default,7,29719,10.3,1,1.72
defaulted,9,428,6.06,0.08,0.7
defeat,6,7657,8.94,11.37,2.76
defeated,8,4556,8.42,5.57,2.45
defeating,9,1038,6.95,0.59,1.49
defeatism,9,24,3.18,0.06,0.6
defeatists,10,6,1.79,NULL,NULL
defeats,7,1385,7.23,0.92,1.68
defecate,8,126,4.84,0.29,1.2
defecated,9,35,3.56,0.18,1
defecation,10,131,4.88,0.06,0.6
defect,6,2795,7.94,2.47,2.1
defection,9,158,5.06,0.37,1.3
defective,9,2880,7.97,2.16,2.05
defector,8,183,5.21,0.47,1.4
defects,7,3536,8.17,1.2,1.79
defence,7,6847,8.83,8.02,2.61
defend,6,15251,9.63,18.8,2.98
defendant,9,2779,7.93,17.73,2.96
defendants,10,2520,7.83,2.75,2.15
defendant's,11,377,5.93,NULL,NULL
defended,8,2432,7.8,2.24,2.06
defender,8,6112,8.72,2.98,2.18
defenders,9,3221,8.08,0.73,1.58
defending,9,6782,8.82,7.82,2.6
defends,7,743,6.61,0.96,1.7
defense,7,31710,10.36,32.65,3.22
defenseless,11,686,6.53,1.33,1.84
defenses,8,1889,7.54,2.12,2.04
defensible,10,439,6.08,0.24,1.11
defensive,9,5958,8.69,5.45,2.45
defensiveness,13,180,5.19,0.02,0.3
defer,5,762,6.64,0.59,1.49
deference,9,315,5.75,0.37,1.3
deferent,8,8,2.08,NULL,NULL
deferential,11,60,4.09,0.1,0.78
deferents,9,0,0,NULL,NULL
deferment,9,84,4.43,0.14,0.9
deferments,10,57,4.04,NULL,NULL
deferred,8,739,6.61,0.24,1.11
deferring,9,300,5.7,0.12,0.85
defiance,8,765,6.64,1.12,1.76
defiant,7,1114,7.02,0.92,1.68
deficiencies,12,1109,7.01,0.25,1.15
deficiency,10,1922,7.56,1.04,1.73
deficient,9,887,6.79,0.55,1.46
deficit,7,8131,9,1.08,1.75
deficits,8,1715,7.45,0.16,0.95
defied,6,254,5.54,1.04,1.73
defile,6,175,5.16,0.33,1.26
definable,9,401,5.99,NULL,NULL
define,6,24310,10.1,6.24,2.5
defined,7,25213,10.14,1.73,1.95
defines,7,5363,8.59,0.88,1.66
crosswise,9,62,4.13,0.02,0.3
crossword,9,782,6.66,1.75,1.95
crotch,6,3636,8.2,2.75,2.15
crotchety,9,50,3.91,0.25,1.15
crouch,6,1268,7.15,0.75,1.59
crouched,8,471,6.15,0.24,1.11
crouching,9,873,6.77,0.51,1.43
croup,5,251,5.53,0.27,1.18
crouton,7,44,3.78,0.25,1.15
crow,4,4667,8.45,4.45,2.36
crowbait,8,0,0,NULL,NULL
crowbar,7,238,5.47,1.29,1.83
crowd,5,12988,9.47,37.37,3.28
crowded,7,3934,8.28,8.94,2.66
crowding,8,331,5.8,1.12,1.76
crowds,6,2105,7.65,3.51,2.26
crowed,6,143,4.96,0.25,1.15
crowfoot,8,32,3.47,NULL,NULL
crowing,7,175,5.16,0.29,1.2
crown,5,8962,9.1,13.69,2.84
crowned,7,550,6.31,1.73,1.95
crowning,8,217,5.38,1.2,1.79
crowns,6,500,6.21,1.06,1.74
crows,5,1085,6.99,2.76,2.15
crucial,7,5240,8.56,4.59,2.37
crucially,9,161,5.08,0.04,0.48
crucible,8,258,5.55,0.18,1
crucibles,9,15,2.71,NULL,NULL
crucified,9,829,6.72,1.55,1.9
crucifix,8,230,5.44,1.18,1.79
crucifixion,11,477,6.17,0.75,1.59
cruciform,9,18,2.89,0.02,0.3
crucify,7,487,6.19,2.18,2.05
crucifying,10,50,3.91,0.31,1.23
crude,5,3351,8.12,3.04,2.19
crudely,7,301,5.71,0.18,1
crudest,7,78,4.36,0.06,0.6
cruel,5,5177,8.55,18.35,2.97
cruelly,7,316,5.76,0.47,1.4
cruelty,7,1569,7.36,3.25,2.22
cruise,6,7516,8.92,12.27,2.8
cruiser,7,2036,7.62,3.18,2.21
cruisers,8,770,6.65,0.73,1.58
cruises,7,1260,7.14,0.57,1.48
cruising,8,2340,7.76,2.78,2.16
crumb,5,340,5.83,1.8,1.97
crumble,7,3314,8.11,1.39,1.86
crumbled,8,331,5.8,0.45,1.38
crumbling,9,553,6.32,1,1.72
crumbly,7,118,4.77,0.12,0.85
crummy,6,714,6.57,3.35,2.24
crumpet,7,46,3.83,0.33,1.26
crumple,7,106,4.66,0.16,0.95
crumpled,8,339,5.83,0.53,1.45
crunch,6,1771,7.48,3.51,2.26
crunched,8,187,5.23,0.2,1.04
crunchy,7,612,6.42,0.94,1.69
crusade,7,7259,8.89,3.8,2.29
crusader,8,1337,7.2,1.12,1.76
crusaders,9,740,6.61,0.37,1.3
crusades,8,824,6.71,0.76,1.6
crusading,9,118,4.77,0.24,1.11
crush,5,3571,8.18,16.8,2.93
crushed,7,3051,8.02,8.45,2.64
crusher,7,3524,8.17,1.1,1.76
crushers,8,73,4.29,0.12,0.85
crushing,8,1406,7.25,2.73,2.15
crust,5,1475,7.3,3.25,2.22
crustacean,10,93,4.53,0.24,1.11
crusty,6,607,6.41,1.06,1.74
crutch,6,592,6.38,1.31,1.83
crutches,8,291,5.67,1.63,1.92
crux,4,845,6.74,0.29,1.2
cry,3,13252,9.49,65.65,3.52
crybaby,7,258,5.55,1.31,1.83
crying,6,6878,8.84,53.12,3.43
crypt,5,3856,8.26,1.37,1.85
cryptic,7,1853,7.52,1.04,1.73
cryptogram,10,84,4.43,0.02,0.3
cryptographic,13,1360,7.22,NULL,NULL
cryptography,12,3788,8.24,0.22,1.08
crystal,7,13437,9.51,16.14,2.92
crystalline,11,907,6.81,0.31,1.23
crystallite,11,0,0,NULL,NULL
crystallization,15,110,4.7,0.14,0.9
crystallize,11,59,4.08,0.08,0.7
crystallized,12,139,4.93,0.37,1.3
crystallizing,13,29,3.37,0.04,0.48
crystallographers,17,19,2.94,NULL,NULL
crystallography,15,216,5.38,0.02,0.3
crystals,8,2470,7.81,2.45,2.1
cub,3,1316,7.18,2.1,2.03
Cuba,4,6767,8.82,7.67,2.59
Cuban,5,2766,7.93,4.22,2.33
Cubans,6,613,6.42,1.12,1.76
Cuba's,6,209,5.34,NULL,NULL
cubbyhole,9,25,3.22,0.1,0.78
cube,4,5028,8.52,2.98,2.18
cubed,5,237,5.47,0.18,1
cubes,5,1491,7.31,1.86,1.98
cubic,5,1771,7.48,0.86,1.65
cubical,7,52,3.95,0.02,0.3
cubicle,7,286,5.66,2.57,2.12
cubism,6,22,3.09,0.12,0.85
cubist,6,32,3.47,0.04,0.48
cubists,7,14,2.64,NULL,NULL
cubs,4,1350,7.21,2.22,2.06
cub's,5,19,2.94,NULL,NULL
cuckold,7,10,2.3,0.43,1.36
cuckoo,6,192,5.26,2.96,2.18
cucumber,8,690,6.54,1.98,2.01
cud,3,933,6.84,0.25,1.15
cuddle,6,595,6.39,2.16,2.05
cudgels,7,32,3.47,0.02,0.3
cue,3,2810,7.94,7.78,2.6
cues,4,1192,7.08,0.69,1.56
cuff,4,835,6.73,5.71,2.47
cufflinks,9,33,3.5,0.35,1.28
cuffs,5,988,6.9,5.22,2.43
cuisine,7,1004,6.91,1.94,2
culinary,8,451,6.11,1.2,1.79
cull,4,345,5.84,0.08,0.7
culminate,9,139,4.93,0.12,0.85
culminated,10,299,5.7,0.1,0.78
culminates,10,95,4.55,0.14,0.9
culminating,11,638,6.46,0.24,1.11
culpable,8,316,5.76,0.2,1.04
culmination,11,523,6.26,0.41,1.34
culprit,7,1493,7.31,1.08,1.75
culprits,8,435,6.08,0.41,1.34
cult,4,10847,9.29,4.45,2.36
cultist,7,149,5,NULL,NULL
cultivable,10,43,3.76,NULL,NULL
cultivate,9,610,6.41,0.94,1.69
cultivated,10,867,6.77,0.61,1.51
cultivates,10,62,4.13,0.06,0.6
cultivating,11,365,5.9,0.35,1.28
cultivation,11,689,6.54,0.16,0.95
cults,5,2037,7.62,0.65,1.53
cultural,8,19229,9.86,3.96,2.31
culturally,10,1522,7.33,0.61,1.51
culture,7,38335,10.55,13.94,2.85
cultured,8,854,6.75,0.96,1.7
cultures,8,8780,9.08,3.22,2.22
culture's,9,185,5.22,NULL,NULL
culvert,7,67,4.2,0.37,1.3
cumbersome,10,1156,7.05,0.29,1.2
cumin,5,424,6.05,0.31,1.23
cummerbund,10,28,3.33,0.16,0.95
cumulate,8,7,1.95,NULL,NULL
cumulation,10,18,2.89,NULL,NULL
cumulative,10,1719,7.45,0.22,1.08
cumulus,7,87,4.47,0.29,1.2
cuneiform,9,125,4.83,0.12,0.85
cunnilingus,11,235,5.46,0.22,1.08
cunning,7,1063,6.97,4.06,2.32
cunningly,9,176,5.17,0.22,1.08
cup,3,27792,10.23,51.65,3.42
cupbearer,9,5,1.61,NULL,NULL
cupboard,8,564,6.34,2.49,2.11
cupboards,9,142,4.96,0.47,1.4
cupcake,7,79,4.37,3.27,2.23
cupful,6,18,2.89,0.02,0.3
cupid,5,271,5.6,2.51,2.11
cupped,6,624,6.44,0.1,0.78
cups,4,5726,8.65,6.39,2.51
curable,7,187,5.23,0.25,1.15
curate,6,33,3.5,0.1,0.78
curative,8,113,4.73,0.22,1.08
curator,7,730,6.59,0.92,1.68
curb,4,2042,7.62,4.1,2.32
curbing,7,239,5.48,0.12,0.85
curbs,5,276,5.62,0.1,0.78
curbside,8,60,4.09,0.14,0.9
curd,4,148,5,0.43,1.36
curdle,6,47,3.85,0.18,1
curdling,8,45,3.81,0.02,0.3
curds,5,81,4.39,0.08,0.7
cure,4,8515,9.05,20.84,3.03
cured,5,2340,7.76,6.04,2.49
cures,5,1410,7.25,1.29,1.83
curfew,6,297,5.69,4.59,2.37
Curie,5,295,5.69,1.86,1.98
curing,6,630,6.45,0.94,1.69
curio,5,69,4.23,0.18,1
curios,6,112,4.72,0.18,1
curiosity,9,4618,8.44,8.53,2.64
curious,7,20418,9.92,26.22,3.13
curiously,9,1052,6.96,0.69,1.56
curl,4,1236,7.12,2.35,2.08
curled,6,1051,6.96,0.92,1.68
curler,6,20,3,0.1,0.78
curlers,7,139,4.93,0.33,1.26
curlicue,8,8,2.08,NULL,NULL
curling,7,914,6.82,0.96,1.7
curls,5,762,6.64,1.55,1.9
curly,5,1445,7.28,5.76,2.47
curmudgeon,10,306,5.72,0.18,1
currant,7,112,4.72,0.04,0.48
currants,8,139,4.93,0.04,0.48
currencies,10,1030,6.94,0.06,0.6
currency,8,9721,9.18,3.65,2.27
current,7,152300,11.93,17.04,2.94
currently,9,88217,11.39,6.88,2.55
currents,8,1616,7.39,1.69,1.94
curricula,9,536,6.28,0.04,0.48
curricular,10,150,5.01,0.06,0.6
curriculum,10,4122,8.32,1.37,1.85
curriculums,11,160,5.08,NULL,NULL
curry,5,2113,7.66,2.43,2.1
curse,5,7687,8.95,18.22,2.97
cursed,6,6842,8.83,7.39,2.58
curses,6,1737,7.46,1.61,1.92
cursing,7,849,6.74,1.76,1.96
cursive,7,209,5.34,0.08,0.7
cursory,7,624,6.44,0.29,1.2
curt,4,2743,7.92,2.67,2.14
curtail,7,645,6.47,0.12,0.85
curtailed,9,290,5.67,0.08,0.7
curtain,7,1953,7.58,10.29,2.72
curtained,9,46,3.83,0.06,0.6
curtains,8,894,6.8,6.29,2.51
curtness,8,3,1.1,NULL,NULL
curtsy,6,28,3.33,0.57,1.48
curvaceous,10,78,4.36,0.12,0.85
curvaceously,12,0,0,NULL,NULL
curvature,9,1287,7.16,0.24,1.11
curve,5,7958,8.98,4.61,2.37
curved,6,2068,7.63,0.61,1.51
curves,6,2909,7.98,1.29,1.83
curving,7,249,5.52,0.1,0.78
cushion,7,832,6.72,2.16,2.05
cushioning,10,147,4.99,NULL,NULL
cushions,8,427,6.06,1.18,1.79
cushy,5,228,5.43,0.71,1.57
cusp,4,154,5.04,0.27,1.18
cuss,4,293,5.68,1.06,1.74
custard,7,519,6.25,1.25,1.81
Custer,6,385,5.95,NULL,NULL
Custer's,8,68,4.22,NULL,NULL
custodial,9,540,6.29,0.39,1.32
custodian,9,413,6.02,0.96,1.7
custody,7,4502,8.41,19.25,2.99
custom,6,18290,9.81,6.2,2.5
customarily,11,173,5.15,0.06,0.6
customary,9,979,6.89,2.18,2.05
customer,8,32952,10.4,15.2,2.89
customers,9,30470,10.32,19.06,2.99
customer's,10,887,6.79,NULL,NULL
customhouse,11,4,1.39,NULL,NULL
customs,7,6558,8.79,6.39,2.51
cut,3,99104,11.5,229.76,4.07
cutaneous,9,450,6.11,0.06,0.6
cutaway,7,232,5.45,0.08,0.7
cutback,7,67,4.2,0.33,1.26
cute,4,11008,9.31,87.75,3.65
cuteness,8,285,5.65,0.35,1.28
cutest,6,325,5.78,3.27,2.23
cuticle,7,75,4.32,0.37,1.3
cutlass,7,270,5.6,0.51,1.43
cutlery,7,212,5.36,0.35,1.28
cutlet,6,15,2.71,0.35,1.28
cutlets,7,19,2.94,0.39,1.32
cutoff,6,960,6.87,0.59,1.49
cutout,6,686,6.53,0.29,1.2
cutouts,7,290,5.67,0.16,0.95
cuts,4,12607,9.44,11.43,2.77
cutter,6,1246,7.13,4.69,2.38
cutters,7,590,6.38,1.16,1.78
cutthroat,9,207,5.33,0.82,1.63
cutting,7,13819,9.53,22.08,3.05
cuttings,8,458,6.13,0.14,0.9
cyanide,7,871,6.77,1.8,1.97
cybernetic,10,713,6.57,0.33,1.26
Cyclades,8,173,5.15,NULL,NULL
cycle,5,20451,9.93,5.88,2.48
cycled,6,296,5.69,0.16,0.95
cycles,6,6242,8.74,1.29,1.83
cyclic,6,825,6.72,0.18,1
cyclical,8,459,6.13,0.16,0.95
cyclist,7,1020,6.93,0.1,0.78
cyclone,7,2888,7.97,0.47,1.4
Cyclops,7,1265,7.14,1.27,1.82
cyclorama,9,26,3.26,NULL,NULL
cyclotron,9,232,5.45,0.08,0.7
cylinder,8,4895,8.5,1.57,1.91
cylinders,9,3467,8.15,1.06,1.74
cylinder's,10,17,2.83,NULL,NULL
cylindrical,11,472,6.16,0.16,0.95
cymbal,6,385,5.95,0.25,1.15
cynic,5,840,6.73,1.1,1.76
cynical,7,3133,8.05,3.67,2.27
cynically,9,173,5.15,0.12,0.85
cynicism,8,934,6.84,0.9,1.67
cynics,6,284,5.65,0.24,1.11
Cynthia,7,2394,7.78,7.84,2.6
cypress,7,1374,7.23,0.75,1.59
Cyprian,7,22,3.09,NULL,NULL
Cyprus,6,4126,8.33,1.88,1.99
cyst,4,306,5.72,0.43,1.36
cysts,5,438,6.08,0.14,0.9
cytolysis,9,4,1.39,NULL,NULL
cytoplasm,9,54,3.99,0.08,0.7
czar,4,451,6.11,0.69,1.56
czarina,7,8,2.08,0.06,0.6
czarship,8,0,0,NULL,NULL
Czech,5,3741,8.23,1.02,1.72
Czechoslovakia,14,678,6.52,0.75,1.59
dab,3,486,6.19,1.12,1.76
dabbed,6,70,4.25,0.04,0.48
dabbing,7,33,3.5,0.1,0.78
dabble,6,206,5.33,0.57,1.48
dabbled,7,156,5.05,0.24,1.11
dabbler,7,111,4.71,0.02,0.3
dabbles,7,29,3.37,0.08,0.7
dabbling,8,245,5.5,0.27,1.18
dachshund,9,265,5.58,0.35,1.28
dactyls,7,2,0.69,NULL,NULL
dad,3,11823,9.38,507.25,4.41
Dadaism,7,10,2.3,NULL,NULL
daddy,5,6235,8.74,185.08,3.98
daddy's,7,1163,7.06,NULL,NULL
daffodil,8,83,4.42,0.2,1.04
daffodils,9,126,4.84,0.63,1.52
daft,4,558,6.32,1.33,1.84
dagger,6,1851,7.52,4.92,2.4
daguerreotype,13,12,2.48,0.08,0.7
daily,5,39093,10.57,15.63,2.9
daintily,8,48,3.87,0.06,0.6
dainty,6,248,5.51,1.2,1.79
daiquiri,8,34,3.53,0.8,1.62
dairy,5,2683,7.89,2.78,2.16
dairymaid,9,0,0,NULL,NULL
dairyman,8,22,3.09,NULL,NULL
daises,6,2,0.69,NULL,NULL
daisies,7,298,5.7,1.53,1.9
daisy,5,1330,7.19,13.51,2.84
Dakota,6,4021,8.3,3.61,2.27
dale,4,9905,9.2,9.08,2.67
dales,5,101,4.62,0.18,1
Dali,4,683,6.53,0.2,1.04
Dallas,6,18290,9.81,13.94,2.85
dalliance,9,42,3.74,0.22,1.08
dally,5,49,3.89,0.76,1.6
Dalmatian,9,293,5.68,0.73,1.58
Dalton,6,1279,7.15,3.76,2.29
dam,3,3371,8.12,5.75,2.47
damage,6,42588,10.66,33.06,3.23
damaged,7,7792,8.96,9.08,2.67
damages,7,4257,8.36,3.98,2.31
damaging,8,3400,8.13,1.59,1.91
Damascus,8,535,6.28,0.9,1.67
damask,6,185,5.22,0.12,0.85
dame,4,2947,7.99,13.76,2.85
dammed,6,157,5.06,0.2,1.04
damn,4,30471,10.32,283.53,4.16
damnation,9,631,6.45,1.31,1.83
damned,6,8629,9.06,17.61,2.95
damning,7,483,6.18,0.43,1.36
damp,4,1712,7.45,2.92,2.18
dampen,6,344,5.84,0.31,1.23
dampened,8,140,4.94,0.14,0.9
dampening,9,404,6,0.06,0.6
damper,6,484,6.18,0.84,1.64
dampness,8,129,4.86,0.14,0.9
dams,4,612,6.42,0.41,1.34
damsel,6,272,5.61,0.88,1.66
Dan,3,54311,10.9,36.82,3.27
Dana,4,5549,8.62,12.33,2.8
Dana's,6,74,4.3,NULL,NULL
dance,5,26125,10.17,148.04,3.88
danced,6,1497,7.31,9.35,2.68
dancelike,9,0,0,NULL,NULL
dancer,6,2993,8,16.29,2.92
dancers,7,3387,8.13,5.33,2.44
dances,6,3237,8.08,5.92,2.48
dancing,7,12609,9.44,54.39,3.44
dandelion,9,232,5.45,0.29,1.2
dandily,7,1,0,NULL,NULL
dandruff,8,214,5.37,0.8,1.62
dandy,5,1224,7.11,4.39,2.35
